session_id,session_length,unique_main_categories,most_freq_main_category,unique_models_viewed,unique_colours,most_freq_colour,avg_price_viewed,session_revenue_potential,max_price_viewed,max_page_reached,total_pages_viewed,month_first,day_first,country_first,purchase_completed
41,2,1,1,2,2,8,30.5,61.0,33.0,2,2,4,1,9,0
42,1,1,1,1,1,3,43.0,43.0,43.0,1,1,4,1,29,0
43,23,1,2,11,6,13,52.25,1045.0,62.0,2,20,4,1,9,0
44,11,3,2,9,5,2,49.22222222222222,443.0,67.0,4,9,4,1,9,0
45,3,1,1,3,3,2,43.666666666666664,131.0,60.0,2,3,4,1,12,0
46,1,1,1,1,1,3,62.0,62.0,62.0,1,1,4,1,9,0
47,5,2,2,4,4,2,48.75,195.0,67.0,3,4,4,1,29,0
48,3,2,4,3,2,4,38.0,114.0,38.0,1,3,4,1,29,0
49,41,3,1,27,12,3,45.111111111111114,1218.0,82.0,4,27,4,1,9,0
50,4,1,2,4,4,2,48.75,195.0,62.0,2,4,4,1,29,0
51,4,1,1,3,2,3,58.5,234.0,72.0,1,4,4,1,9,0
52,9,3,2,8,5,1,42.77777777777778,385.0,67.0,1,9,4,1,38,0
53,3,1,1,2,2,1,35.5,71.0,43.0,1,2,4,1,9,0
54,3,1,4,3,2,2,39.666666666666664,119.0,43.0,1,3,4,1,29,0
55,8,2,3,6,4,4,40.142857142857146,281.0,48.0,1,7,4,1,29,0
56,9,4,1,7,7,2,39.57142857142857,277.0,60.0,2,7,4,1,29,0
57,3,1,4,3,3,1,33.0,99.0,43.0,4,3,4,1,41,0
58,6,2,1,4,4,2,44.0,176.0,62.0,2,4,4,1,29,0
59,2,1,3,1,1,11,55.0,55.0,55.0,3,1,4,1,24,0
60,6,3,2,5,4,4,47.5,285.0,57.0,1,6,4,1,21,0
61,6,2,2,4,3,2,48.75,195.0,67.0,2,4,4,1,24,0
63,4,1,3,4,3,9,36.75,147.0,48.0,1,4,4,1,9,0
64,14,1,2,10,4,2,56.53846153846154,735.0,67.0,2,13,4,1,24,0
65,3,1,1,3,2,1,50.0,150.0,62.0,2,3,4,1,24,0
66,2,2,1,2,2,3,38.0,76.0,38.0,1,2,4,1,24,0
67,21,3,1,17,10,3,46.94117647058823,798.0,82.0,4,17,4,1,24,0
68,1,1,1,1,1,3,43.0,43.0,43.0,1,1,4,1,24,0
69,12,3,3,11,7,4,48.18181818181818,530.0,57.0,4,11,4,1,24,0
70,3,1,2,3,3,7,50.666666666666664,152.0,57.0,2,3,4,1,41,0
71,1,1,1,1,1,1,33.0,33.0,33.0,1,1,4,1,9,0
72,1,1,3,1,1,4,48.0,48.0,48.0,1,1,4,1,29,0
73,1,1,1,1,1,2,38.0,38.0,38.0,2,1,4,1,29,0
74,7,2,1,6,4,2,38.0,228.0,48.0,3,6,4,1,29,0
75,1,1,2,1,1,10,52.0,52.0,52.0,1,1,4,1,29,0
76,15,3,4,9,6,14,40.5,405.0,48.0,5,10,4,1,29,1
77,6,1,2,4,4,2,46.25,185.0,52.0,1,4,4,1,29,0
78,1,1,3,1,1,2,33.0,33.0,33.0,2,1,4,1,9,0
79,11,2,4,10,4,2,37.4,374.0,72.0,2,10,4,1,29,0
80,2,2,3,2,2,2,38.0,76.0,43.0,1,2,4,1,29,0
81,7,1,2,4,4,9,46.6,233.0,67.0,1,5,4,1,29,0
82,10,4,3,7,6,14,45.57142857142857,319.0,62.0,3,7,4,1,29,0
83,9,2,4,7,6,2,42.375,339.0,48.0,1,8,4,1,29,0
84,4,2,2,4,4,2,52.5,210.0,67.0,2,4,4,1,9,0
85,1,1,3,1,1,9,28.0,28.0,28.0,1,1,4,1,24,0
86,14,3,2,10,5,2,37.0,370.0,62.0,3,10,4,1,24,0
87,4,2,1,4,2,3,44.0,176.0,62.0,1,4,4,1,41,0
88,6,2,3,4,3,6,41.75,167.0,48.0,1,4,4,1,29,0
89,1,1,3,1,1,9,50.0,50.0,50.0,2,1,4,1,29,0
90,1,1,4,1,1,3,38.0,38.0,38.0,1,1,4,1,29,0
91,5,3,3,4,2,2,47.75,191.0,67.0,1,4,4,1,29,0
92,1,1,1,1,1,2,38.0,38.0,38.0,2,1,4,1,24,0
94,13,3,4,9,4,3,44.44444444444444,400.0,57.0,5,9,4,1,29,1
95,2,1,3,2,2,13,48.0,96.0,48.0,4,2,4,1,9,0
96,5,3,2,5,4,4,48.4,242.0,57.0,4,5,4,1,9,0
97,1,1,4,1,1,2,43.0,43.0,43.0,1,1,4,1,21,0
98,1,1,3,1,1,4,28.0,28.0,28.0,1,1,4,1,21,0
99,9,2,2,8,4,2,46.55555555555556,419.0,62.0,2,9,4,1,29,0
100,11,3,3,10,7,3,37.5,375.0,48.0,1,10,4,1,29,0
101,1,1,2,1,1,3,57.0,57.0,57.0,1,1,4,1,29,0
102,4,3,3,3,3,14,41.75,167.0,48.0,1,4,4,1,29,0
103,3,1,1,2,2,3,38.0,114.0,38.0,1,3,4,1,9,0
104,3,1,2,3,2,2,60.333333333333336,181.0,67.0,1,3,4,1,29,0
105,2,1,2,1,1,2,67.0,67.0,67.0,1,1,4,1,29,0
106,2,1,4,2,2,2,51.5,103.0,65.0,1,2,4,1,29,0
107,26,4,4,18,9,3,37.15,743.0,62.0,4,20,4,1,29,0
108,5,1,4,2,2,2,38.0,76.0,38.0,1,2,4,1,29,0
109,5,2,1,3,2,3,47.666666666666664,143.0,62.0,2,3,4,1,29,0
110,8,1,4,4,3,2,40.5,162.0,43.0,4,4,4,1,29,0
111,1,1,2,1,1,2,62.0,62.0,62.0,1,1,4,1,29,0
112,8,3,2,6,5,6,44.333333333333336,266.0,62.0,2,6,4,1,29,0
113,9,3,2,6,5,9,49.0,343.0,62.0,2,7,4,1,24,0
114,3,1,1,2,2,2,38.0,76.0,48.0,2,2,4,1,24,0
115,2,2,1,2,2,5,35.5,71.0,38.0,4,2,4,1,9,0
116,2,1,1,2,2,2,50.0,100.0,62.0,3,2,4,1,9,0
118,1,1,1,1,1,3,38.0,38.0,38.0,1,1,4,1,29,0
119,10,3,1,8,3,3,47.0,376.0,62.0,3,8,4,1,9,0
120,7,2,2,5,4,4,53.833333333333336,323.0,62.0,2,6,4,1,9,0
121,8,3,1,6,6,1,36.75,294.0,48.0,3,8,4,1,29,0
122,3,2,1,3,1,3,39.666666666666664,119.0,43.0,1,3,4,1,29,0
123,8,2,4,7,6,7,35.857142857142854,251.0,43.0,2,7,4,1,29,0
124,7,4,1,7,5,6,44.0,308.0,62.0,4,7,4,1,29,0
125,37,4,2,33,11,2,46.294117647058826,1574.0,67.0,3,34,4,1,29,0
126,2,1,3,2,2,11,38.0,76.0,48.0,1,2,4,1,29,0
127,6,2,1,4,4,14,40.4,202.0,50.0,2,5,4,1,29,0
128,1,1,3,1,1,4,28.0,28.0,28.0,1,1,4,1,29,0
130,5,1,4,4,3,4,39.25,157.0,43.0,3,4,4,1,29,0
131,3,1,3,2,2,6,40.5,81.0,48.0,1,2,4,1,29,0
132,9,3,1,5,3,3,48.4,242.0,67.0,1,5,4,1,29,0
133,4,1,2,4,4,1,56.0,224.0,67.0,1,4,4,1,29,0
134,1,1,1,1,1,3,43.0,43.0,43.0,1,1,4,1,29,0
135,4,2,4,4,4,2,36.75,147.0,38.0,3,4,4,1,29,0
136,1,1,1,1,1,3,62.0,62.0,62.0,1,1,4,1,29,0
137,3,1,1,3,1,3,41.333333333333336,124.0,43.0,1,3,4,1,29,0
138,14,2,1,8,3,1,46.75,561.0,62.0,5,12,4,1,29,1
139,6,3,4,5,4,3,51.666666666666664,310.0,72.0,1,6,4,1,29,0
140,3,2,1,2,2,2,35.5,71.0,43.0,1,2,4,1,29,0
141,4,2,1,4,4,3,34.25,137.0,48.0,1,4,4,1,29,0
142,2,1,4,1,1,3,28.0,28.0,28.0,1,1,4,1,29,0
143,4,2,3,4,4,4,45.25,181.0,57.0,4,4,4,1,29,0
144,3,1,4,2,2,3,38.0,76.0,38.0,3,2,4,1,29,0
145,4,2,1,3,2,3,61.333333333333336,184.0,72.0,2,3,4,1,29,0
146,19,3,1,8,6,3,49.333333333333336,592.0,72.0,2,12,4,1,29,0
147,1,1,4,1,1,2,38.0,38.0,38.0,1,1,4,1,29,0
148,6,1,2,5,2,2,49.6,248.0,67.0,2,5,4,1,29,0
149,4,2,1,4,2,2,40.5,162.0,43.0,1,4,4,1,29,0
151,1,1,3,1,1,9,23.0,23.0,23.0,1,1,4,1,29,0
152,4,2,3,4,3,4,40.5,162.0,48.0,1,4,4,1,29,0
153,6,4,3,5,4,6,37.333333333333336,224.0,67.0,3,6,4,1,29,0
154,3,2,2,3,2,1,54.0,162.0,62.0,2,3,4,1,29,0
155,2,1,1,2,2,1,47.5,95.0,62.0,1,2,4,1,29,0
157,32,4,4,21,9,14,40.31818181818182,887.0,62.0,4,22,4,1,29,0
158,1,1,2,1,1,6,38.0,38.0,38.0,2,1,4,1,29,0
159,2,2,1,2,2,6,47.5,95.0,62.0,3,2,4,1,29,0
160,3,1,4,3,2,9,43.0,129.0,48.0,4,3,4,1,29,0
161,1,1,3,1,1,6,33.0,33.0,33.0,1,1,4,1,29,0
162,6,1,3,3,2,6,31.75,127.0,38.0,3,4,4,1,29,0
163,3,1,3,3,3,6,36.333333333333336,109.0,48.0,1,3,4,1,29,0
164,2,1,1,2,2,1,35.5,71.0,43.0,3,2,4,1,29,0
165,6,2,2,4,4,6,49.75,199.0,57.0,2,4,4,1,29,0
166,1,1,2,1,1,9,38.0,38.0,38.0,2,1,4,1,29,0
167,5,1,3,3,3,4,41.333333333333336,124.0,48.0,1,3,4,1,44,0
168,48,2,3,25,8,14,43.21212121212121,1426.0,57.0,4,33,4,1,34,0
169,1,1,2,1,1,2,67.0,67.0,67.0,1,1,4,1,29,0
170,11,2,1,8,4,3,48.125,385.0,62.0,2,8,4,1,29,0
171,8,2,3,5,3,6,47.0,282.0,62.0,1,6,4,1,29,0
172,6,1,2,3,3,3,55.666666666666664,167.0,67.0,2,3,4,1,29,0
173,27,3,2,18,10,2,45.19047619047619,949.0,67.0,2,21,4,1,29,0
174,12,1,4,7,6,9,40.0,400.0,48.0,3,10,4,1,29,0
175,1,1,2,1,1,3,57.0,57.0,57.0,1,1,4,1,29,0
176,1,1,2,1,1,2,67.0,67.0,67.0,1,1,4,1,29,0
177,3,2,1,3,3,1,41.333333333333336,124.0,48.0,2,3,4,1,29,0
179,3,1,2,3,2,2,57.0,171.0,62.0,2,3,4,1,29,0
180,1,1,1,1,1,14,33.0,33.0,33.0,1,1,4,1,29,0
181,14,4,3,10,5,14,43.36363636363637,477.0,62.0,5,11,4,1,29,1
182,9,1,4,7,3,4,33.0,264.0,43.0,1,8,4,1,29,0
183,18,3,1,16,8,3,47.0,752.0,82.0,1,16,4,1,29,0
184,44,3,1,36,11,2,40.52777777777778,1459.0,62.0,4,36,4,1,29,0
185,2,1,4,1,1,2,28.0,28.0,28.0,1,1,4,1,29,0
186,10,2,3,7,5,2,32.142857142857146,225.0,52.0,4,7,4,1,29,0
187,9,2,3,8,6,2,35.5,284.0,43.0,3,8,4,1,29,0
188,17,2,1,12,6,1,45.06666666666667,676.0,82.0,2,15,4,1,29,0
189,1,1,1,1,1,2,38.0,38.0,38.0,1,1,4,1,29,0
190,5,2,3,4,4,2,34.75,139.0,48.0,3,4,4,1,29,0
191,1,1,3,1,1,6,57.0,57.0,57.0,4,1,4,1,29,0
192,19,3,1,15,6,2,50.4,756.0,82.0,3,15,4,1,29,0
193,6,2,3,5,5,2,43.8,219.0,62.0,2,5,4,1,29,0
194,12,3,3,9,5,6,36.888888888888886,332.0,48.0,3,9,4,1,29,0
195,7,3,4,5,5,2,37.0,185.0,38.0,4,5,4,1,29,0
196,31,3,3,26,10,11,41.407407407407405,1118.0,67.0,4,27,4,1,29,0
197,7,3,1,6,5,3,45.166666666666664,271.0,62.0,1,6,4,1,9,0
198,5,3,2,5,3,4,46.8,234.0,57.0,1,5,4,1,29,0
199,1,1,3,1,1,13,48.0,48.0,48.0,1,1,4,1,29,0
200,6,2,1,6,3,3,42.333333333333336,254.0,82.0,3,6,4,1,29,0
201,29,4,3,19,8,7,39.04545454545455,859.0,62.0,4,22,4,1,29,0
202,4,1,2,3,3,2,57.0,171.0,67.0,1,3,4,1,29,0
203,3,1,2,2,2,2,38.0,76.0,38.0,1,2,4,1,29,0
204,1,1,3,1,1,13,28.0,28.0,28.0,1,1,4,1,29,0
205,2,1,2,2,2,4,47.5,95.0,57.0,2,2,4,1,29,0
206,10,2,2,8,4,1,47.0,376.0,62.0,2,8,4,1,29,0
207,11,4,3,9,6,14,41.4,414.0,52.0,1,10,4,1,29,0
208,1,1,1,1,1,3,38.0,38.0,38.0,1,1,4,1,29,0
209,1,1,1,1,1,2,62.0,62.0,62.0,1,1,4,1,29,0
210,10,2,1,8,6,3,40.25,322.0,62.0,1,8,4,1,29,0
211,19,3,1,15,3,3,43.733333333333334,656.0,82.0,3,15,4,1,29,0
212,25,3,4,16,8,9,36.75,735.0,48.0,4,20,4,1,29,0
213,10,4,1,8,5,1,47.0,423.0,62.0,2,9,4,1,29,0
214,6,1,2,3,3,1,50.4,252.0,52.0,1,5,4,1,29,0
215,6,2,2,3,3,6,39.25,157.0,48.0,2,4,4,1,29,0
216,6,1,1,5,3,2,47.2,236.0,62.0,2,5,4,1,29,0
217,7,1,1,6,4,2,49.166666666666664,295.0,62.0,3,6,4,1,29,0
218,11,1,3,6,5,13,35.0,315.0,57.0,3,9,4,1,29,0
219,2,1,4,2,2,2,40.5,81.0,43.0,1,2,4,1,29,0
220,31,4,1,18,9,3,47.52,1188.0,82.0,3,25,4,1,29,0
221,2,1,3,1,1,4,48.0,48.0,48.0,1,1,4,1,29,0
222,9,3,1,7,5,2,42.857142857142854,300.0,62.0,2,7,4,1,29,0
225,6,1,3,6,4,2,37.0,222.0,52.0,4,6,4,1,29,0
226,4,2,2,4,3,2,44.0,176.0,57.0,2,4,4,1,29,0
227,1,1,2,1,1,10,52.0,52.0,52.0,1,1,4,1,29,0
228,2,2,1,2,2,3,38.0,76.0,43.0,1,2,4,1,29,0
229,11,1,1,8,2,3,55.375,443.0,82.0,1,8,4,1,29,0
230,11,2,2,8,6,12,49.55555555555556,446.0,67.0,1,9,4,1,29,0
231,9,2,3,7,5,13,37.0,259.0,52.0,3,7,4,1,29,0
232,7,4,2,6,5,9,45.0,270.0,62.0,3,6,4,1,29,0
233,6,2,1,5,3,1,34.0,170.0,38.0,2,5,4,1,29,0
234,8,2,3,8,6,2,40.125,321.0,50.0,3,8,4,1,29,0
235,3,2,3,3,3,1,34.666666666666664,104.0,48.0,1,3,4,1,29,0
236,13,3,2,9,6,14,39.18181818181818,431.0,57.0,3,11,4,1,29,0
237,1,1,1,1,1,3,62.0,62.0,62.0,1,1,4,1,29,0
238,4,3,4,4,3,6,47.75,191.0,67.0,5,4,4,1,29,1
239,31,3,4,24,11,14,39.92307692307692,1038.0,57.0,5,26,4,1,29,1
240,3,2,2,3,3,1,46.0,138.0,52.0,3,3,4,1,29,0
241,1,1,1,1,1,2,38.0,38.0,38.0,1,1,4,1,29,0
242,10,2,2,8,5,2,46.375,371.0,67.0,3,8,4,1,29,0
243,1,1,4,1,1,14,28.0,28.0,28.0,4,1,4,1,29,0
244,14,2,1,10,6,3,48.63636363636363,535.0,82.0,4,11,4,1,29,0
245,2,2,2,2,2,6,43.0,86.0,48.0,1,2,4,1,29,0
246,1,1,2,1,1,3,57.0,57.0,57.0,1,1,4,1,29,0
247,16,2,3,15,7,6,40.666666666666664,610.0,48.0,2,15,4,1,29,0
248,9,4,2,9,6,2,40.55555555555556,365.0,57.0,3,9,4,1,29,0
249,3,1,4,3,3,2,36.333333333333336,109.0,43.0,4,3,4,1,29,0
250,11,2,1,7,2,3,47.77777777777778,430.0,82.0,1,9,4,1,28,0
251,2,1,2,2,2,11,62.0,124.0,67.0,2,2,4,1,29,0
252,1,1,2,1,1,12,62.0,62.0,62.0,1,1,4,1,29,0
253,25,3,1,13,6,3,47.6875,763.0,82.0,3,16,4,1,9,0
254,17,1,1,15,6,3,47.2,708.0,82.0,1,15,4,1,29,0
255,2,1,3,1,1,13,28.0,28.0,28.0,3,1,4,1,29,0
256,2,1,3,2,2,5,54.5,109.0,57.0,4,2,4,1,29,0
257,9,3,1,5,4,9,41.0,205.0,48.0,1,5,4,1,24,0
258,2,1,2,2,2,2,59.5,119.0,67.0,1,2,4,1,24,0
261,13,2,2,10,5,2,50.0,500.0,67.0,3,10,4,1,29,0
262,12,2,4,11,5,4,44.0,484.0,65.0,4,11,4,1,29,0
263,2,1,1,1,1,3,62.0,62.0,62.0,1,1,4,1,29,0
264,12,1,4,9,6,4,35.77777777777778,322.0,48.0,3,9,4,1,29,0
266,5,2,4,5,4,2,39.0,195.0,43.0,1,5,4,1,29,0
267,15,3,4,10,7,7,41.583333333333336,499.0,62.0,1,12,4,1,29,0
268,4,2,4,3,2,2,36.333333333333336,109.0,48.0,1,3,4,1,29,0
269,2,1,2,1,1,2,43.0,43.0,43.0,1,1,4,1,29,0
270,7,2,4,3,2,2,44.8,224.0,52.0,1,5,4,1,29,0
271,5,2,1,3,3,2,39.666666666666664,119.0,48.0,1,3,4,1,29,0
272,1,1,1,1,1,3,43.0,43.0,43.0,1,1,4,1,9,0
273,17,4,2,13,8,6,46.625,746.0,62.0,2,16,4,1,29,0
274,1,1,1,1,1,3,82.0,82.0,82.0,1,1,4,1,29,0
275,16,3,2,11,5,2,45.214285714285715,633.0,62.0,4,14,4,1,29,0
276,4,2,4,4,3,2,41.5,166.0,72.0,4,4,4,1,29,0
277,29,4,4,20,11,2,40.35,807.0,57.0,5,20,4,1,29,1
278,21,2,1,12,4,3,49.785714285714285,697.0,82.0,3,14,4,1,29,0
279,20,3,4,9,4,4,38.94444444444444,701.0,57.0,3,18,4,1,29,0
281,10,1,2,9,6,2,50.111111111111114,451.0,62.0,2,9,4,1,29,0
282,6,2,4,4,2,2,48.6,243.0,67.0,1,5,4,1,29,0
283,2,2,1,2,2,1,40.5,81.0,48.0,1,2,4,1,29,0
285,1,1,2,1,1,13,57.0,57.0,57.0,2,1,4,1,29,0
286,2,2,1,2,2,3,40.5,81.0,43.0,1,2,4,1,29,0
287,12,3,3,10,8,6,45.81818181818182,504.0,62.0,4,11,4,1,29,0
288,2,2,2,2,2,2,62.0,124.0,67.0,4,2,4,1,29,0
289,3,3,1,3,3,2,51.0,153.0,62.0,1,3,4,1,29,0
290,5,1,4,4,4,2,29.25,117.0,38.0,3,4,4,1,29,0
291,6,3,4,4,3,3,34.0,170.0,48.0,1,5,4,1,29,0
292,45,3,3,33,10,2,43.1025641025641,1681.0,62.0,3,39,4,1,29,0
293,1,1,3,1,1,11,55.0,55.0,55.0,3,1,4,1,29,0
294,4,2,2,3,3,6,46.0,138.0,52.0,1,3,4,1,29,0
295,10,3,1,6,4,14,31.142857142857142,218.0,38.0,3,7,4,1,29,0
296,7,2,4,4,3,4,38.0,190.0,43.0,3,5,4,1,29,0
297,1,1,3,1,1,9,48.0,48.0,48.0,1,1,4,1,29,0
298,1,1,4,1,1,4,38.0,38.0,38.0,1,1,4,1,29,0
299,4,2,2,3,3,2,50.666666666666664,152.0,67.0,2,3,4,1,29,0
300,3,1,1,1,1,3,62.0,62.0,62.0,1,1,4,1,29,0
301,12,4,1,8,6,4,31.75,254.0,48.0,2,8,4,1,29,0
302,2,1,4,1,1,3,23.0,46.0,23.0,1,2,4,1,29,0
303,1,1,3,1,1,13,18.0,18.0,18.0,3,1,4,1,29,0
304,7,2,2,6,6,4,45.833333333333336,275.0,67.0,4,6,4,1,29,0
305,15,3,2,11,8,1,44.0,484.0,62.0,1,11,4,1,29,0
306,4,1,4,4,2,2,41.75,167.0,43.0,2,4,4,1,29,0
307,8,3,2,7,6,4,42.0,294.0,62.0,4,7,4,1,9,0
308,1,1,4,1,1,4,33.0,33.0,33.0,1,1,4,1,29,0
309,1,1,1,1,1,2,38.0,38.0,38.0,2,1,4,1,29,0
310,9,1,2,7,6,12,52.285714285714285,366.0,67.0,1,7,4,1,29,0
311,1,1,2,1,1,10,52.0,52.0,52.0,1,1,4,1,29,0
312,3,2,4,3,2,4,38.0,114.0,43.0,1,3,4,1,46,0
313,1,1,1,1,1,2,62.0,62.0,62.0,3,1,4,1,29,0
314,12,3,4,9,6,4,47.44444444444444,427.0,65.0,5,9,4,1,44,1
316,5,2,3,5,4,2,36.6,183.0,48.0,3,5,4,1,29,0
317,1,1,1,1,1,1,28.0,28.0,28.0,1,1,4,1,29,0
318,1,1,4,1,1,14,48.0,48.0,48.0,5,1,4,1,29,1
319,2,1,3,2,1,6,40.5,81.0,48.0,1,2,4,1,29,0
320,10,4,4,6,4,2,42.857142857142854,300.0,67.0,2,7,4,1,29,0
321,24,4,4,22,9,4,43.34782608695652,997.0,62.0,4,23,4,1,29,0
323,1,1,1,1,1,12,33.0,33.0,33.0,2,1,4,1,29,0
324,7,2,2,6,5,2,39.833333333333336,239.0,62.0,3,6,4,1,29,0
325,11,3,1,9,5,2,43.7,437.0,62.0,3,10,4,1,29,0
326,9,4,3,8,3,2,42.125,337.0,57.0,3,8,4,1,29,0
327,14,2,1,12,7,3,39.083333333333336,469.0,62.0,2,12,4,1,29,0
328,3,2,1,3,2,3,59.0,177.0,82.0,1,3,4,1,29,0
329,4,2,3,3,3,3,52.0,156.0,60.0,1,3,4,1,29,0
330,8,4,1,6,4,1,43.5,261.0,67.0,1,6,4,1,29,0
331,8,2,4,6,3,9,40.333333333333336,242.0,57.0,3,6,4,1,29,0
332,12,2,3,11,8,2,44.72727272727273,492.0,72.0,3,11,4,1,29,0
333,3,1,2,3,2,12,65.33333333333333,196.0,67.0,2,3,4,1,29,0
334,6,2,3,4,4,5,38.25,153.0,52.0,4,4,4,1,29,0
335,7,2,4,7,4,9,45.57142857142857,319.0,57.0,2,7,4,1,29,0
336,8,3,3,6,6,2,44.0,264.0,67.0,3,6,4,1,29,0
337,7,2,1,7,5,2,50.285714285714285,352.0,62.0,3,7,4,1,9,0
338,1,1,2,1,1,10,52.0,52.0,52.0,1,1,4,1,9,0
339,5,2,2,3,3,2,57.333333333333336,172.0,67.0,1,3,4,1,29,0
340,3,1,2,3,1,2,57.333333333333336,172.0,67.0,1,3,4,1,9,0
341,16,2,1,10,5,3,44.63636363636363,491.0,72.0,5,11,4,1,29,1
342,32,3,4,18,8,3,39.17857142857143,1097.0,62.0,5,28,4,1,29,1
343,5,1,4,4,3,9,36.75,147.0,43.0,5,4,4,1,29,1
344,4,2,3,4,4,3,52.5,210.0,72.0,4,4,4,1,9,0
345,8,2,3,5,4,4,39.42857142857143,276.0,48.0,1,7,4,1,29,0
347,4,2,1,2,2,3,57.333333333333336,172.0,72.0,3,3,4,1,29,0
348,8,3,4,8,6,3,36.125,289.0,48.0,4,8,4,1,29,0
349,1,1,1,1,1,8,28.0,28.0,28.0,1,1,4,1,29,0
350,4,2,4,3,3,2,36.0,108.0,57.0,4,3,4,1,29,0
351,1,1,1,1,1,3,43.0,43.0,43.0,1,1,4,1,44,0
352,1,1,2,1,1,9,57.0,57.0,57.0,2,1,4,1,29,0
353,2,2,2,2,2,6,40.5,81.0,43.0,1,2,4,1,44,0
354,1,1,4,1,1,2,43.0,43.0,43.0,1,1,4,1,44,0
355,6,2,1,6,4,2,50.333333333333336,302.0,62.0,1,6,4,1,29,0
356,3,2,4,2,1,3,39.666666666666664,119.0,43.0,1,3,4,1,29,0
357,6,1,4,4,4,2,35.5,142.0,43.0,3,4,4,1,29,0
358,7,2,1,5,4,4,35.0,175.0,43.0,1,5,4,1,29,0
359,1,1,1,1,1,8,28.0,28.0,28.0,1,1,4,1,29,0
360,27,3,3,17,7,3,44.72222222222222,805.0,72.0,1,18,4,1,29,0
361,1,1,1,1,1,3,43.0,43.0,43.0,1,1,4,1,29,0
362,2,1,4,2,1,4,35.5,71.0,38.0,1,2,4,1,29,0
363,6,2,1,6,2,3,45.333333333333336,272.0,82.0,1,6,4,1,29,0
364,6,2,1,3,3,1,42.666666666666664,128.0,62.0,2,3,4,1,29,0
365,10,2,4,8,4,2,38.5,308.0,62.0,4,8,4,1,29,0
366,6,2,2,5,4,9,44.6,223.0,57.0,3,5,4,1,29,0
367,4,1,2,4,2,2,58.5,234.0,67.0,1,4,4,1,29,0
368,1,1,1,1,1,4,38.0,38.0,38.0,3,1,4,1,29,0
369,4,2,1,3,1,2,46.0,184.0,60.0,2,4,4,1,29,0
